grpcnt,rptcnt,type,A,B,name,Eng_lab,French_lab,Swahililab,label::English,label::Français,label::Swahili,calculation,appearance,hint::English,hint::Français,hint::Swahili,relevant,default,constraint,constraint_message::English,constraint_message::Français,constraint_message::Swahili,required,repeat_count
3,1,integer,3,,parjourdays_plant,How many days, Combien des hommes-jours avez-vous utilisé les travailleur journaillières pendant semis/repiquage/hersage?,Combien des hommes-jours avez-vous utilisé les travailleur journaillières pendant semis/repiquage/hersage?,Combien des hommes-jours avez-vous utilisé les travailleur journaillières pendant semis/repiquage/hersage?,Combien des hommes-jours avez-vous utilisé les travailleur journaillières pendant semis/repiquage/hersage?,Combien des hommes-jours avez-vous utilisé les travailleur journaillières pendant semis/repiquage/hersage?,,,La dernier saison,La dernier saison,,${parjouryn_plant}='1',,,,,,yes,
3,1,integer,,,parjourhours_plant,How many hours,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant semis/repiquage/hersage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant semis/repiquage/hersage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant semis/repiquage/hersage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant semis/repiquage/hersage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant semis/repiquage/hersage?,,,,,,${parjouryn_plant}='1',,.<24,,,,,
3,1,select_multiple hhmem_list,2,,hhmem_weed,Which members worked on the plot during weeding?, Quels membres ont travaillé sur le champ pendant  sarclage?,Quels membres ont travaillé sur le champ pendant  sarclage?,Quels membres ont travaillé sur le champ pendant  sarclage?,Quels membres ont travaillé sur le champ pendant  sarclage?,Quels membres ont travaillé sur le champ pendant semis/repiquage/hersage?,,,,,,,,,,,,yes,
3,2,begin repeat,,,rpt_hhmem_weed,Agric labor WEEDING,Travail sur le champ sarclage,Travail sur le champ,Agric labor WEEDING,Travail sur le champ sarclage,Travail sur le champ,,,,,,"not(selected(${hhmem_weed},'21'))",,,,,,,count-selected(${hhmem_weed})
3,2,calculate,,,this_hhmem_weed,,,,,,,"selected-at(${hhmem_weed},if(position(..)-1<0,0, position(..)-1))",,,,,,,,,,,,
3,2,calculate,,,this_hhmem_weed_label,,,,,,,"jr:choice-name(${this_hhmem_weed}, '${hhmem_weed}')",,,,,,,,,,,,
3,2,note,1,,hhmem_weed_note,${this_hhmem_weed_label},${this_hhmem_weed_label},${this_hhmem_weed_label}, ${this_hhmem_weed_label}, ${this_hhmem_weed_label},${this_hhmem_weed_label},,,,,,,,,,,,,
3,2,integer,1,C.14.1,hhmem_weedjours,"During weeding, how many days did ${this_hhmem_weed_label} work?","Pendant sarclage, combien de jours a travaillé ${this_hhmem_weed_label} ?","Pendant sarclage, combien de jours a travaillé ${this_hhmem_weed_label} ?","1 During weeding, how many days did ${this_hhmem_weed_label} work?","C.14.1 Pendant sarclage, combien de jours a travaillé ${this_hhmem_weed_label} ?","C.14.1 Pendant sarclage, combien de jours a travaillé ${this_hhmem_weed_label} ?",,,,,,"not(selected(${hhmem_weed},'21'))",,.>0 and .<365,,,,yes,
3,2,integer,2,C.14.2,hhmem_weedhrsjour,"During weeding, how hours per days did ${this_hhmem_weed_label} work?","Pendant sarclage, combien de heure par jours a travaillé ${this_hhmem_weed_label} ?","Pendant sarclage, combien de heure par jours a travaillé ${this_hhmem_weed_label} ?","2 During weeding, how hours per days did ${this_hhmem_weed_label} work?","C.14.2 Pendant sarclage, combien de heure par jours a travaillé ${this_hhmem_weed_label} ?","C.14.2 Pendant sarclage, combien de heure par jours a travaillé ${this_hhmem_weed_label} ?",,,,,,"not(selected(${hhmem_weed},'21'))",,.>0 and .<25,,,,yes,
3,1,end repeat,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one yes_no,2,,parjouryn_weed,Did you use hired labour, Avez-vous utilisé un travailleur journaillière sur ce champ pendant sarclage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant sarclage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant sarclage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant sarclage?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant sarclage?,,,,,,,,,,,,yes,
3,1,integer,3,,parjourdays_weed,How many days, Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant sarclage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant sarclage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant sarclage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant sarclage?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant sarclage?,,,La dernier saison,La dernier saison,,${parjouryn_weed}='1',,,,,,yes,
3,1,integer,,,parjourhours_weed,How many hours,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant sarclage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant sarclage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant sarclage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant sarclage?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant sarclage?,,,,,,${parjouryn_weed}='1',,.<24,,,,,
3,1,select_multiple hhmem_list,2,,hhmem_harv,Which members worked on the plot during the harvest?, Quels membres ont travaillé sur le champ pendant le recolte?,Quels membres ont travaillé sur le champ pendant le recolte?,Quels membres ont travaillé sur le champ pendant le recolte?,Quels membres ont travaillé sur le champ pendant le recolte?,Quels membres ont travaillé sur le champ pendant le recolte?,,,,,,,,,,,,yes,
3,2,begin repeat,,,rpt_hhmem_harv,Agric labor HARVEST,Travail sur le champ,Travail sur le champ,Agric labor HARVEST,Travail sur le champ,Travail sur le champ,,,,,,"not(selected(${hhmem_harv},'21'))",,,,,,,count-selected(${hhmem_harv})
3,2,calculate,,,this_hhmem_harv,,,,,,,"selected-at(${hhmem_harv},if(position(..)-1<0,0, position(..)-1))",,,,,,,,,,,,
3,2,calculate,,,this_hhmem_harv_label,,,,,,,"jr:choice-name(${this_hhmem_harv}, '${hhmem_harv}')",,,,,,,,,,,,
3,2,note,1,,hhmem_harv_note,${this_hhmem_harv_label},${this_hhmem_harv_label},${this_hhmem_harv_label}, ${this_hhmem_harv_label}, ${this_hhmem_harv_label},${this_hhmem_harv_label},,,,,,,,,,,,,
3,2,integer,1,C.14.1,hhmem_harvjours,"During harvest, how many days did ${this_hhmem_harv_label} work?","Pendant la récolte, combien de jours a travaillé ${this_hhmem_harv_label} ?","Pendant la récolte, combien de jours a travaillé ${this_hhmem_harv_label} ?","1 During harvest, how many days did ${this_hhmem_harv_label} work?","C.14.1 Pendant la récolte, combien de jours a travaillé ${this_hhmem_harv_label} ?","C.14.1 Pendant la récolte, combien de jours a travaillé ${this_hhmem_harv_label} ?",,,,,,"not(selected(${hhmem_harv},'21'))",,.>0 and .<365,,,,yes,
3,2,integer,2,C.14.2,hhmem_harvhrsjour,"During harvest, how hours per days did ${this_hhmem_harv_label} work?","Pendant la récolte, combien de heure par jours a travaillé ${this_hhmem_harv_label} ?","Pendant la récolte, combien de heure par jours a travaillé ${this_hhmem_harv_label} ?","2 During harvest, how hours per days did ${this_hhmem_harv_label} work?","C.14.2 Pendant la récolte, combien de heure par jours a travaillé ${this_hhmem_harv_label} ?","C.14.2 Pendant la récolte, combien de heure par jours a travaillé ${this_hhmem_harv_label} ?",,,,,,"not(selected(${hhmem_harv},'21'))",,.>0 and .<25,,,,yes,
3,1,end repeat,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one yes_no,2,,parjouryn_harv,Did you use hired labour, Avez-vous utilisé un travailleur journaillière sur ce champ pendant la récolte?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant la récolte?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant la récolte?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant la récolte?,Avez-vous utilisé un travailleur journaillière sur ce champ pendant la récolte?,,,,,,,,,,,,yes,
3,1,integer,3,,parjourdays_harv,How many days, Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant la récolte?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant la récolte?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant la récolte?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant la récolte?,Combien des homme-jours avez-vous utilisé les travailleur journaillières pendant la récolte?,,,La dernier saison,La dernier saison,,${parjouryn_harv}='1',,,,,,yes,
3,1,integer,,,parjourhours_harv,How many hours,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant la récolte?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant la récolte?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant la récolte?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant la récolte?,Combien de heure chaque jour ont-travaillé les travailleurs journaillières pendant la récolte?,,,,,,${parjouryn_harv}='1',,.<24,,,,,
3,1,select_multiple plotpayment_list,4,,workpay,How do you pay, Comment vous paiez les travailleurs journaillière?,Comment vous paiez les travailleurs journaillière?,Comment vous paiez les travailleurs journaillière?,Comment vous paiez les travailleurs journaillière?,Comment vous paiez les travailleurs journaillière?,,,Unités dans le prochain page,Unités dans le prochain page,,${parjouryn_plow}='1' or ${parjouryn_plant}='1' or ${parjouryn_weed}='1' or ${parjouryn_harv}='1',,,,,,yes,
3,1,integer,5,,workpay_dollar,How many dollars, Combien de dollar est-que vous paiez par jour pour chaque travailleur?,Combien de dollar est-que vous paiez par jour pour chaque travailleur?,Combien de dollar est-que vous paiez par jour pour chaque travailleur?,Combien de dollar est-que vous paiez par jour pour chaque travailleur?,Combien de dollar est-que vous paiez par jour pour chaque travailleur?,,,,,,"selected(${workpay},'1')",,,,,,,
3,1,integer,6,,workpay_franc,How many francs, Combien de Franc Congolais est-que vous paiez par jour pour le travailleur?,Combien de Franc Congolais est-que vous paiez par jour pour le travailleur?,Combien de Franc Congolais est-que vous paiez par jour pour le travailleur?,Combien de Franc Congolais est-que vous paiez par jour pour le travailleur?,Combien de Franc Congolais est-que vous paiez par jour pour le travailleur?,,,,,,"selected(${workpay},'2')",,,,,,,
3,1,integer,7,,workpay_share,What share, Quel partie de récolte contribuez vous pour le travailleur?,Quel partie de récolte contribuez vous pour le travailleur?,Quel partie de récolte contribuez vous pour le travailleur?,Quel partie de récolte contribuez vous pour le travailleur?,Quel partie de récolte contribuez vous pour le travailleur?,,,Notez le pourcentage,Notez le pourcentage,,"selected(${workpay},'3')",,.<=100,,,,,
3,1,text,8,,workpay_other,Describe other, Décrivez l'autre manière dans laquelle vous payez le travailleur,Décrivez l'autre manière dans laquelle vous payez le travailleur,Décrivez l'autre manière dans laquelle vous payez le travailleur,Décrivez l'autre manière dans laquelle vous payez le travailleur,Décrivez l'autre manière dans laquelle vous payez le travailleur,,,,,,"selected(${workpay},'96')",,,,,,,
3,1,select_one yes_no,9,,asso_yn,Did you work with a work association?, Est-ce qu'un association a travaille sur le champ?,Est-ce qu'un association a travaille sur le champ?,Est-ce qu'un association a travaille sur le champ?,Est-ce qu'un association a travaille sur le champ?,Je! ulitumika na shirika fulani ndani ya shamba? ,,,,,,,,,,,,yes,
3,1,integer,10,,assopers,How many persons?, Combien des personnes de l'association ont travaillé sur le champ?,Combien des personnes de l'association ont travaillé sur le champ?,Combien des personnes de l'association ont travaillé sur le champ?,Combien des personnes de l'association ont travaillé sur le champ?,"Ndani ya shamba, ulitumika na watu ngapi kutoka shirika?",,,,,,${asso_yn}='1',,.<300,,,,yes,
3,1,integer,11,,assodays,How many days?, Combien de jours l'association a travaille sur le champ?,Combien de jours l'association a travaille sur le champ?,Combien de jours l'association a travaille sur le champ?,Combien de jours l'association a travaille sur le champ?,Ulitumika siku ngapi na shirika ndani ya shamba?,,,,,,${asso_yn}='1',,.<365,,,,yes,
2,1,end group,,,work,,,,,,,,,,,,,,,,,,,
3,1,begin group,6,,tech,Technology,Technologies et intrants,Technologies et intrants,Technologies et intrants,Technologies et intrants,Tekinolojia na vifaa vya kilimo,,,,,,,,,,,,,
3,1,note,,,tech_instr,Please answer the following question on the use of inputs on any of the crops on this field,Répondez les questions suivantes sur l'utilisation d'intrants agricols.,Répondez les questions suivantes sur l'utilisation d'intrants agricols.,Répondez les questions suivantes sur l'utilisation d'intrants agricols.,Répondez les questions suivantes sur l'utilisation d'intrants agricols.,"Tafadhali, jibu maswali ya fatao kuhusu vifaa vya kilimo",,,,,,,,,,,,,
3,1,select_one yes_no,1,,fert_yn,Did you use inorganic fertilizer on this plot?,Est-ce que vous avez utilisé engrais chémique sur ce champ?,Est-ce que vous avez utilisé engrais chémique sur ce champ?,Est-ce que vous avez utilisé engrais chémique sur ce champ?,Est-ce que vous avez utilisé engrais chémique sur ce champ?,Je! ulitumikisha mbolea ya kizungu (vifaa vya kuleta rutuba) ndani ya shamba hii?,,,,,,,,,,,,yes,
4,1,begin group,1,,fert,inorganic fertilizer,engrais chémique,engrais chémique,engrais chémique,engrais chémique,Mboleo ya kizungu (engrais chimique),,,,,,${fert_yn}='1',,,,,,,
4,1,integer,2,,fert_qt,How much did you use?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Ngapi ulitumikisha?,,,,,,,,,,,,yes,
4,1,select_one units_volume,3,,fert_unit,Unit,Unité de mesure,Unité de mesure,Unité de mesure,Unité de mesure,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,4,,fert_access,How did you get the inorganic fertilizer?,Comment avez-vous obtenu l'engrais chémique?,Comment avez-vous obtenu l'engrais chémique?,Comment avez-vous obtenu l'engrais chémique?,Comment avez-vous obtenu l'engrais chémique?,Namna gani ulipata mboleo ya kizungu?,,,,,,,,,,,,yes,
4,1,text,5,,fert_accessngo,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina ya shirika (ONG) ni gani?,,,,,,${fert_access}='6',,,,,,yes,
4,1,text,6,,fert_accesspers,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${fert_access}='3' or ${fert_access}='4' or ${fert_access}='5',,,,,,yes,
4,1,integer,7,,fert_price,What is the price of inorganic fertilizer?,Quel est le prix d' engrais chémique?,Quel est le prix d' engrais chémique?,Quel est le prix d' engrais chémique?,Quel est le prix d' engrais chémique?,beyi ya mboleo ya kizungu ni ngapi?,,"Enter ""98"" if respondent does not know","Même si l'enquêté n'a pas acheté, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines","Même si l'enquêté n'a pas acheté, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines",,,,,,,,yes,
4,1,select_one currency_list,8,,fert_pr_curr,Currcency,Unité de monnaie,Unité de monnaie,Unité de monnaie,Unité de monnaie,Kipimo ya pesa (franga),,,,,,${fert_price}!=98,,,,,,yes,
4,1,select_one units_volume,9,,fert_pr_unit,Unit,Unité de mesure,Unité de mesure,Unité de mesure,Unité de mesure,Kipimo,,,,,,${fert_price}!=98,,not(.='2' and ${fert_pr_curr}<100),,,,yes,
3,1,end group,,,fert,,,,,,,,,,,,,,,,,,,
3,1,select_one yes_no,1,,org_yn,Did you use organic fertilizer on this plot?,Est-ce que vous avez utilisé engrais organique sur ce champ?,Est-ce que vous avez utilisé engrais organique sur ce champ?,Est-ce que vous avez utilisé engrais organique sur ce champ?,Est-ce que vous avez utilisé engrais organique sur ce champ?,Ulitumikisha mbolea kutoka majivu na mavi ya wanyama mu shamba?,,,,,,,,,,,,yes,
4,1,begin group,2,,org,organic fertilizer,engrais organique,engrais organique,engrais organique,engrais organique,Mbolea kutoka majivu na mavi ya wanyama,,,,,,${org_yn}='1',,,,,,,
4,1,integer,2,,org_qt,How much did you use?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Ngapi ulitumikisha?,,,,,,,,,,,,yes,
4,1,select_one units_volume,3,,org_unit,Unit,Unité de mesure,Unité de mesure,Unité de mesure,Unité de mesure,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,4,,org_access,How did you get the organic fertilizer?,Comment avez-vous obtenu l'engrais organique?,Comment avez-vous obtenu l'engrais organique?,Comment avez-vous obtenu l'engrais organique?,Comment avez-vous obtenu l'engrais organique?,Namna gani ulitumikisha mbolea kutoka majivu na mavi ya wanyama?,,,,,,,,,,,,yes,
4,1,text,5,,org_accessngo,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina ya shirika (ONG) ni gani?,,,,,,${org_access}='6',,,,,,yes,
4,1,text,6,,org_accesspers,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${org_access}='3' or ${org_access}='4' or ${org_access}='5',,,,,,yes,
4,1,integer,5,,org_price,What is the price of organic fertilizer?,Quel est le prix d' engrais organique?,Quel est le prix d' engrais organique?,Quel est le prix d' engrais organique?,Quel est le prix d' engrais organique?,Beyi ya mbolea kutoka majivu na mavi ya wanyama ni gani?,,"Enter ""98"" if respondent does not know","Même si l'enquêté n'a pas acheté, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines","Même si l'enquêté n'a pas acheté, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines",,,,,,,,yes,
4,1,select_one currency_list,6,,org_pr_curr,Currcency,Unité de monnaie,Unité de monnaie,Unité de monnaie,Unité de monnaie,Kipimo ya pesa (franga),,,,,,${org_price}!=98,,,,,,yes,
4,1,select_one units_volume,7,,org_pr_unit,Unit,Unité de mesure,Unité de mesure,Unité de mesure,Unité de mesure,Kipimo,,,,,,${org_price}!=98,,not(.='2' and ${org_pr_curr}<100),,,,yes,
3,1,end group,,,org,,,,,,,,,,,,,,,,,,,
3,1,select_one yes_no,1,,inoc_yn,Did you use inoculant on this plot?,Est-ce que vous avez utilisé inocolum sur ce champ?,Est-ce que vous avez utilisé inocolum sur ce champ?,Est-ce que vous avez utilisé inocolum sur ce champ?,Est-ce que vous avez utilisé inocolum sur ce champ?,Ulitumikisha inoculum au yenye kutengenezwa kwa shamba hii?,,,,,,,,,,,,yes,
4,1,begin group,3,,inoc,inoculant,inocolum,,,,Inoculum,,,,,,${inoc_yn}='1',,,,,,,
4,1,integer,2,,inoc_qt,How much did you use?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Combien est-ce que vous avez utilisé?,Ngapi ulitumikisha?,,,,,,,,,,,,yes,
4,1,select_one units_volume,3,,inoc_unit,Unit,Unité de mesure,Unité de mesure,Unité de mesure,Unité de mesure,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,4,,inoc_access,How did you get the inoculant?,Comment avez-vous obtenu l'inocolum?,Comment avez-vous obtenu l'inocolum?,Comment avez-vous obtenu l'inocolum?,Comment avez-vous obtenu l'inocolum?,Namna gani ulipata inoculum?,,,,,,,,,,,,yes,
4,1,text,5,,inoc_accessngo,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina ya shirika (ONG) ni gani?,,,,,,${inoc_access}='6',,,,,,yes,
4,1,text,6,,inoc_accesspers,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${inoc_access}='3' or ${inoc_access}='4' or ${inoc_access}='5',,,,,,yes,
4,1,integer,5,,inoc_price,What is the price of inoculant?,Quel est le prix pour un paquet de 500g d' inocolum?,Quel est le prix pour un paquet de 500g d' inocolum?,Quel est le prix pour un paquet de 500g d' inocolum?,Quel est le prix pour un paquet de 500g d' inocolum?,Beyi ya inoculum ni gampi?,,"Enter ""98"" if respondent does not know","Même si l'enquêté n'a pas acheté, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines","Même si l'enquêté n'a pas acheté, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines",,,,,,,,yes,
4,1,select_one currency_list,6,,inoc_pr_curr,Currcency,Unité de monnaie,Unité de monnaie,Unité de monnaie,Unité de monnaie,Kipimo ya pesa (franga),,,,,,${inoc_price}!=98,,,,,,yes,
4,1,select_one units_volume,7,,inoc_pr_unit,Unit,Unité de mesure,Unité de mesure,Unité de mesure,Unité de mesure,Kipimo,,,,,,${inoc_price}!=98,,not(.='2' and ${inoc_pr_curr}<100),,,,yes,
3,1,end group,,,inoc,,,,,,,,,,,,,,,,,,,
2,1,end group,,,tech,,,,,,,,,,,,,,,,,,,
2,0,end repeat,,,,,,,,,,,,,,,,,,,,,,
1,0,end group,,,,,,,,,,,,,,,,,,,,,,
2,0,begin group,G,,g_,Agricultural Knowledge ,Section G: Connaisance agricol,Connaisance agricol,Connaisance agricol,Connaisance agricol,Connaisance agricol,,,,,,,,,,,,,
3,0,begin group,1,,pers,Persons,Source: Personnes,Source: Personnes,Source: Personnes,Source: Personnes,Source: Personnes,,,,,,,,,,,,,
3,0,note,,,aknowl_source,How often do you update your knowledge on (new) agricultural methods through the following sources of information?,A quelle frequence vous obtenez information sur nouveau methodes agricoles des personnes suivants?,A quelle frequence vous obtenez information sur nouveau methodes agricoles des personnes suivants?,A quelle frequence vous obtenez information sur nouveau methodes agricoles des personnes suivants?,A quelle frequence vous obtenez information sur nouveau methodes agricoles des personnes suivants?,Namna gani unaongeza ujuzi wako katika mambo ya kilimo ya kisasa?,,,,,,,,,,,,,
3,0,select_one freq_list,1,..1,family,Family member in village,..1 Membre de famille dans le village,..1 Membre de famille dans le village,Membre de famille dans le village,Membre de famille dans le village,Wandugu wajamaa ambao wanaishi ndani ya kijiji hiki,,,,,,,,,,,,yes,
3,0,select_one freq_list,2,..2,friends,Relatives and friends in other village,..2 Membres de famille et amis a dehors de village,..2 Membres de famille et amis a dehors de village,Membres de famille et amis a dehors de village,Membres de famille et amis a dehors de village,Ndugu wajamaa na marafiki ambao wanaishi ndani ya kijiji hiki,,,,,,,,,,,,yes,
3,0,select_one freq_list,3,..3,neigh,Neighbouring (non-family) farmer in village,..3 Non-apparentée dans le village,..3 Non-apparentée dans le village,Non-apparentée dans le village,Non-apparentée dans le village,Jirani ambao (siyo wa jamaa) ni wakulima katika kijiji hiki.,,,,,,,,,,,,yes,
3,0,select_one freq_list,4,..4,agentgov,Direct info from government extension agent,..4 Agent de gouvernement,..4 Agent de gouvernement,Agent de gouvernement,Agent de gouvernement,Mfanyakazi wa serkali anayejulisha watu katika kijiji hiki,,,,,,,,,,,,yes,
3,0,select_one freq_list,5,..5,agentngo,Direct info from NGO / other field-level staff,..5 Agent de ONG,..5 Agent de ONG,Agent de ONG,Agent de ONG,Mfanyakazi wa shirika (ONG),,,,,,,,,,,,yes,
3,0,select_one freq_list,6,..6,traders,Input dealers and/or traders,..6 Commerçants d'intrants,..6 Commerçants d'intrants,Commerçants d'intrants,Commerçants d'intrants,Muchuruzi wa mbolea ao vifaa vya rutuba,,,,,,,,,,,,yes,
3,0,select_one yes_no,7,..7,givetraining,Do you regularly train (formally or informally) other famers on new agricultural techniques? ,..7 Est-ce que vous donnez des formations (formel ou informel) a autres agriculteurs au sujet des nouveaux technologies agricols?,..7 Est-ce que vous donnez des formations (formel ou informel) a autres agriculteurs au sujet des nouveaux technologies agricols?,Est-ce que vous donnez des formations (formel ou informel) a autres agriculteurs au sujet des nouveaux technologies agricols?,Est-ce que vous donnez des formations (formel ou informel) a autres agriculteurs au sujet des nouveaux technologies agricols?,Je! unatoa mafunzo (kihalali ao kwa njia nyingine) kwa wakulima wengine kuhusu maendeleo ya technologie mpya ya kilimo?,,,,,,,,,,,,yes,
3,0,select_one yes_no,8,..8,leadfarmer,Have you ever been lead farmer with an NGO?,..8 Est-ce vous avez eté beneficiaire d'un programme d'un ONG pour ameliorer votre production agricole? ,..8 Est-ce vous avez eté beneficiaire d'un programme d'un ONG pour ameliorer votre production agricole? ,Est-ce vous avez eté beneficiaire d'un programme d'un ONG pour ameliorer votre production agricole? ,Est-ce vous avez eté beneficiaire d'un programme d'un ONG pour ameliorer votre production agricole? ,Est-ce vous avez eté beneficiaire d'un programme d'un ONG pour ameliorer votre production agricole? ,,,,,,,,,,,,yes,
3,0,date,9,..9,leadstart,When?,..9 C'était quand?,..9 C'était quand?,C'était quand?,C'était quand?,Muda gani?,year,Begin,Commencement,Commencement,,${leadfarmer}='1',,,,,,yes,
3,0,date,10,..10,leadend,When?,..10 C'était quand?,..10 C'était quand?,C'était quand?,C'était quand?,Muda gani?,year,End,Fin,Fin,,${leadfarmer}='1',,.>= ${leadstart},,,,yes,
3,0,text,11,..11,leadngo,For which NGO?,..11 C'était pour quelle ONG?,..11 C'était pour quelle ONG?,C'était pour quelle ONG?,C'était pour quelle ONG?,Ilikuwa ONG gani?,,,,,,${leadfarmer}='1',,,,,,yes,
2,0,end group,,,,,,,,,,,,,,,,,,,,,,
3,0,begin group,2,,media,Media,Source: Media,Source: Media,Source: Media,Source: Media,Source: Media,,,,,,,,,,,,,
3,0,note,1,..1,aknowl_media,Do you ever update your knowledge on agricultural activities through the following types of media?,..1 Est-ce que vous utilisez les média suivants pour obtenir nouveaux informations sur les activités agricols?,..1 Est-ce que vous utilisez les média suivants pour obtenir nouveaux informations sur les activités agricols?,Est-ce que vous utilisez les média suivants pour obtenir nouveaux informations sur les activités agricols?,Est-ce que vous utilisez les média suivants pour obtenir nouveaux informations sur les activités agricols?,Je!unaongeza ujuzi wako kuhusu kazi za kilimo kupitia vyombo vya habari hapachini husika?,,,,,,,,,,,,,
3,0,select_one freq_list,2,..2,aknowl_radio,Radio,..2 Radio,..2 Radio,Radio,Radio,Redio,,,,,,,,,,,,yes,
3,0,select_one freq_list,3,..3,aknowl_inter,Internet,..3 Internet,..3 Internet,Internet,Internet,Interneti,,,,,,,,,,,,yes,
3,0,select_one freq_list,4,..4,aknowl_folders,"Folders, leaflets, posters","..4 Brochures, affiches etc.","..4 Brochures, affiches etc.","Brochures, affiches etc.","Brochures, affiches etc.","Kartasi za kusambazwa, Mabango na kazalika",,,,,,,,,,,,yes,
3,0,select_one freq_list,5,..5,aknowl_paper,Newspapers and magazines,"..5 Journaux, periodiques etc.","..5 Journaux, periodiques etc.","Journaux, periodiques etc.","Journaux, periodiques etc.","Gazeti za juma, Magazeti",,,,,,,,,,,,yes,
2,0,end group,,,,,,,,,,,,,,,,,,,,,,
3,0,begin group,3,,n2,Inoculant and Nitrogen,Incolum et Azote,Incolum et Azote,Incolum et Azote,Incolum et Azote,Incolum et Azote,,,,,,,,,,,,,
3,0,select_one yes_no,1,..1,aknow_root,Have you ever seen or heard about root nodules? ,..1 Avez-vous déjà vu ou entendu parler des nodules racinaires (upele kumi Zizi ya mimeya )?,..1 Avez-vous déjà vu ou entendu parler des nodules racinaires (upele kumi Zizi ya mimeya )?,Avez-vous déjà vu ou entendu parler des nodules racinaires (upele kumi Zizi ya mimeya )?,Avez-vous déjà vu ou entendu parler des nodules racinaires (upele kumi Zizi ya mimeya )?,Ulishaka hona au sikiya banasema ju ya fundo kwenye mizizi (nodules racinaires)?,,,,,,,,,,,,yes,
